humidity,pressure,wind_speed,precipitation,cloud_cover,month,day_of_week,prev_day_temp,latitude,longitude,elevation,min_temp_f
52.472407130841745,989.256646441931,1.517063656781916,0.11168872457261295,57.19958782835928,3,0,62.65625614488863,44.46788582872087,-76.741717222669,380.40435010065517,20.0
87.04285838459498,1007.0950473689179,1.4183094814786363,0.15929810583106407,80.54323292999864,8,2,64.22464893507482,33.77369405799587,-115.21311949299927,249.22311483247924,20.0
73.9196365086843,1023.6472917938204,11.835862371081546,0.028830613219322627,76.01609297901591,7,1,78.3279340552931,35.81515003774713,-110.04777376452276,172.22102591210046,20.0
65.91950905182219,1016.611244320478,1.4353859428180331,0.09804935749765663,15.389990469377368,3,5,63.27491871046406,44.35939593539911,-104.48806389425897,865.0589370630125,20.0
39.36111842654619,1020.3280573930725,1.5869258782709739,0.0848038762122536,14.92494697414739,6,1,51.65287067731642,30.103644575484616,-114.90437333971975,300.19984120467694,20.0
39.35967122017216,1012.9391683355359,7.123061267985805,0.17887462741929175,26.817436774491334,4,0,56.17539196646226,42.169405051965256,-90.1009200396196,348.02310919781485,20.0
33.48501673009197,1014.6138282258926,2.9868204943252854,0.23653871012100744,36.10747263410372,11,0,83.45661103358638,35.927809344234724,-66.47296855190292,367.8485945984297,20.0
81.97056874649611,1022.459782578266,7.496431991292298,0.001223126940897125,40.84555814084826,5,4,52.464187684087996,36.389530293260215,-79.31246999383049,297.43609592102734,20.0
66.06690070459253,992.4834004429594,0.3380021938096258,0.1120919000889536,67.96972168333453,11,2,62.42259203388057,31.86347714414567,-99.59679505595228,147.91655184177975,20.0
72.48435466776273,1004.4712481821571,3.342967460518684,0.005322758404622274,5.66804321658354,5,0,67.61127084679705,36.23168721933816,-124.72973114118268,64.11015513679642,20.0
31.23506965774815,991.06047209098,0.17095762468974915,0.07959746073698896,3.4672704226066386,7,6,67.2648289568496,26.46285018956568,-106.20343933170928,51.868288129480646,20.0
88.19459112971967,1029.3834003998325,0.3235097575531596,0.0339161670569886,39.191056294390904,11,1,50.138598005424996,40.29287145228224,-93.39444273846709,708.2995188100658,20.0
79.94655844802531,1027.2029669843307,11.845625590727419,0.03664029645294619,69.71636921379805,5,1,67.54069560101216,30.693755230885433,-105.54494756888177,126.49723371502688,20.0
42.74034664069657,981.9713405684253,0.7497289952322251,0.043534484967911714,19.343534295648258,11,3,63.43203602920932,42.752166589879096,-118.33790461856843,28.64128927908,20.0
40.909498032426036,1015.2787586257845,3.8009314053110494,0.09709910051382613,64.15044812562518,3,0,84.0227767416095,32.35701389214917,-98.43410258828632,798.5506775611294,20.0
41.00427059120603,1026.2624158707833,2.647457109592807,0.0406540634782834,25.982813794029948,10,5,55.57056793978404,27.856482209737653,-109.80483098205703,83.65439887664216,20.0
48.254534577572265,989.0287672563667,2.133520277972683,0.13193801039927686,88.60861088135164,5,4,62.395396886582326,38.917631487369704,-70.44605741230991,490.6094534362717,20.0
61.48538589793427,1008.3972615276315,11.504599685044134,0.05183998787738292,89.56899442666165,7,2,64.6818519781437,28.291562894270058,-118.89472828993905,206.73095229812725,20.0
55.916701118526944,1025.774414879402,0.11032524677500766,0.0070801506413588795,29.72872042813265,5,5,63.67427379853321,40.073610310859806,-122.05084227651737,67.61227356745333,20.0
47.47374841188251,981.6972989292899,5.450091904163448,0.15313656485833338,22.99937539632405,5,4,73.30407896781519,44.362244728122334,-124.68114985070828,267.6283050715081,20.0
66.71117368334276,1014.871013362342,16.537774897341833,0.033653389295171386,41.13039720662313,9,1,57.54295001417191,40.59105737590524,-105.31581893086053,7.459803511845326,20.0
38.36963163912251,994.8674503686275,4.10681430140426,0.05669849126609429,24.05315851801487,3,5,57.737504348489715,25.448984968626494,-85.37678970794668,919.5670128361002,20.0
47.528678912113094,1026.2198097688265,13.809032264595595,0.11565927870318259,67.23838432917036,6,4,75.52238319752986,36.997715761055495,-81.17517482709243,360.25709345309383,20.0
51.9817105976215,1028.5529122582684,0.2683641914791203,0.04041502086904978,82.60646845482856,1,1,67.51016815373629,38.908213419394485,-97.80429899709661,74.9233174620264,20.0
57.364199053022155,1027.2133244556717,2.7132442614864805,0.0058249703823898095,67.3092130911217,10,1,64.53044866200587,41.5091665159257,-83.94028097268401,135.23572649813505,20.0
77.11055768358082,1003.7107108328732,1.5065917327534437,0.04682787928521474,82.43504472493495,5,1,55.922106808703816,26.120046178780004,-103.4051578270782,297.08114596843086,20.0
41.98042692950158,1023.1021325494656,6.561892815365702,0.2890446249168032,39.69921622074742,8,1,56.563452801925834,34.602156559045724,-84.93162680080297,104.66309044373318,20.0
60.8540663048167,1022.2274699267535,19.89538089420841,0.10264806606711122,15.631697070886085,5,6,50.36930728855652,35.707417452767885,-122.5642408818576,156.3968134187484,20.0
65.54487413172255,995.9550236621628,1.482134737918257,0.11131549686950415,73.79509473975922,9,1,53.19991941015982,28.38249725288356,-101.55482092597975,382.1986891980972,20.0
32.78702476319987,1021.4457737075338,5.309106299150158,0.10004393567361386,36.047450514155386,11,3,69.48935431415843,31.44899619421299,-77.54901934200925,893.7114818523631,20.0
66.45269111408629,981.8503817357746,1.1038420756713982,0.022188451792877262,67.12708252291326,6,5,81.21555955029434,33.804434525123305,-76.81963817245992,256.9482384145338,20.0
40.23144742123749,1009.8134939241027,4.165843710739791,0.05418586455108923,27.064394198176565,8,4,60.050766779569514,41.66419375915603,-82.03107326745832,631.11050627668,20.0
33.90309557911677,991.5004418643852,3.1174758408616094,0.1390060638098674,8.122963480667266,10,3,61.47115290636449,43.58815132140414,-112.74568276580814,1046.5034217180264,20.0
86.93313223519999,986.028344288864,17.878705654540575,0.010688712205436365,99.25817954877634,8,6,54.04619637140293,37.568456578353455,-110.167692864162,121.86509237025041,20.0
87.93792198447356,983.8476600814605,4.689197140188667,0.0325526249643295,15.620150793059928,3,3,63.6020830962486,32.898903720429246,-65.23467636412926,823.0301251906076,20.0
78.50384088698766,1014.814438793907,2.150118883764553,0.0323404741308102,98.8420993963481,7,0,51.30275965992652,30.08062035597972,-118.79731956788241,708.1751720295553,20.0
48.27682615040224,996.9937481884033,0.6057322178781008,0.05656671840459809,97.72799325664472,7,0,82.11602436916651,44.64270368872301,-114.16023806585544,220.7565223218133,20.0
35.86032684038303,1016.2383385764381,0.8199343186071815,0.3930632133279656,79.38181039080396,10,0,73.5588971843585,44.66039996152717,-117.19842466099205,2279.1413678378162,20.0
71.05398159072942,983.2678170399471,1.2765063757044115,0.006988885849612299,65.94229620819976,12,2,84.67620832876267,43.49953896470069,-105.34070217898307,152.29366317195996,20.0
56.40914962437608,995.7645168915305,1.444858927806849,0.07312665687059473,57.78070502510847,6,0,80.89881069374728,40.71338299755638,-112.3894498859646,147.05351151144515,20.0
37.32229409068673,1006.9745646187669,9.506177471315553,0.01976764606755113,86.61015453778347,12,4,66.55467077943534,31.515590874912363,-95.13872242713367,739.7734918109257,20.0
59.71061460667621,1019.5361582419482,4.1188174255839725,0.3529367585225774,28.943952161948793,7,3,68.1889760902632,41.340009669952615,-96.43875758719281,285.1616074844408,20.0
32.063311266913104,995.9376251466035,3.7052932239272174,0.012025252515554252,46.7681212484877,2,4,56.67016162810178,33.17586034542345,-70.90966283292181,200.8324152453745,20.0
84.55922412472692,1011.2945688218505,0.6095325317064895,0.051684537677973874,61.93899693665019,9,5,66.17137699938445,31.535461963100904,-122.91560315331311,98.41077085810538,20.0
45.52679889600101,1024.2988874118093,9.835555820775436,0.13389718823677083,41.11904758694911,10,0,81.60597557224841,39.89730716932559,-105.8072253999342,724.792683025106,20.0
69.75133706123893,1010.7931594091152,6.4153380593693035,0.1219270648703156,42.7486454090268,10,6,51.77986982725374,26.593078552408457,-89.20052648017459,771.6420813718292,20.0
48.70266456536466,991.6479737376817,0.35033346359758155,0.05494428230199097,33.02846675020844,1,2,80.22448810494083,25.971254465913233,-88.71189428936216,418.00556831897006,20.0
61.20408127066865,981.2200390778269,6.152184503012271,0.04254497289318204,56.4231816684536,1,5,61.933173057491345,33.959073943623714,-96.19242625914745,1576.9376098403561,20.0
62.80261676059678,1023.5049436950464,3.9212515030869195,0.0506854151434126,85.0574528015116,3,6,81.48294677837085,33.91277601644324,-76.06006755112197,191.48252462300195,20.0
41.091267331531625,981.0634705425193,0.42629372734834137,0.030690058827003937,20.152837800631286,3,2,82.93079672195196,42.9128830612767,-121.23666971513248,123.9865376484595,20.0
88.17507766587352,1023.73508363421,3.065220603033512,0.02298320428713375,93.44330387534414,1,5,73.4802710450667,27.523061925756338,-76.07073406519184,565.7745529955473,20.0
76.50796940166687,1006.4468567013606,3.314994092074675,0.06597891918683801,68.90876537482296,12,3,73.25483253074373,27.465678549048256,-95.31474557385778,710.2537892302483,20.0
86.36993649385136,1026.9533849256447,0.9062578881090823,0.03127042059539351,82.32732126800302,7,4,65.8464018198059,27.949052009498022,-116.97435829537987,127.38546433412313,20.0
83.68964102565893,1019.9391617886832,14.56598463699748,0.03389215646337138,55.619069263001165,4,1,79.24390785902976,25.594725225892052,-71.85788518757134,39.85221309002295,20.0
65.8739987286651,1029.896705526667,9.484779041173425,0.10693138993831841,77.95167014240634,10,4,83.65644654516491,26.434634756298166,-86.0462732275422,831.726629350102,20.0
85.312454101387,997.5355907725855,5.52852195130109,0.34589535693063156,1.620039733946721,2,0,77.12786301186918,38.19739733658078,-115.18725879055164,1875.4194231478275,20.0
35.30955012311517,1018.3594144465563,3.1022311983444286,0.09254253269426674,81.83804247795352,10,6,71.76778568148482,33.631686582350184,-122.98101659605841,517.3573887559228,20.0
41.75897174514871,1000.0965456804621,2.6531483587842204,0.00801037988599451,4.013885908536652,5,1,71.23775135374679,40.27206134176027,-116.53342110004104,162.77290412414848,20.0
32.71363733463228,1003.9937810151954,5.263036671570292,0.007859267448855107,88.99133763628625,6,2,79.73144655542818,44.851954371633205,-88.47212238917638,2852.7833155774424,20.0
49.519819845795865,1011.3752731609185,3.9420373715189623,0.30246096574324305,99.19627472386433,9,3,68.94213180199544,38.180693621980026,-114.2422258843971,1118.7107411347679,20.0
53.320637381368925,1023.683855709317,0.32148265013563276,0.035281211471835945,29.40674621767778,4,3,78.1350960187088,26.009111412402476,-111.45421550749832,360.1365380290218,20.0
46.28094190643375,1029.2041734599647,3.592352109670177,0.009658467632080676,21.031855628579365,2,2,67.8109839310986,27.09125729508683,-123.49161645462115,872.403452897522,20.0
79.72425054911577,1018.4136706932259,8.209898941840661,0.09139050477588241,76.53633638580408,5,0,52.18554962408734,42.62008169629416,-81.62415966568378,845.9222898670722,20.0
51.40519960161536,1000.8883391083667,3.07389747566115,0.0977232471300584,25.302634092025322,3,2,63.438145311645435,35.549918891165234,-76.37813601443378,1365.1400038103502,20.0
46.85607058124285,1001.0678501138535,0.26677486754224666,0.10455592808231318,86.55623831722035,2,5,65.55543351850245,41.4967431879148,-77.18910939367261,919.1861107265865,20.0
62.56176498949491,1016.8791150794445,7.715400534056185,0.031115819666956597,10.28425921574767,12,6,54.9566035745316,42.13224672449852,-117.34591091814295,515.9619656075316,20.0
38.45545349848576,991.9388572884151,1.1242486684293702,0.0015226013884891115,12.595519637935826,1,6,53.58737152162245,43.55349082999038,-70.80193235667444,469.9123978337418,20.0
78.13181884524238,985.5237056565697,1.4962154537418513,0.33528464412079634,97.91515551006155,10,0,68.7412732379934,43.996584109727316,-84.6632702315552,314.95220708592893,20.0
34.47303862078625,997.7311078820388,0.8998597170870082,0.028887350951926585,67.38388982700046,2,1,52.980027279462874,36.096515930066126,-71.14828265738814,492.39941397411275,20.0
89.21321619603104,994.3619495827041,2.003993052358571,0.1127092902446161,84.68872244289528,6,2,60.60308087615294,31.820403445120675,-98.17036972816018,792.9011890072242,20.0
76.33468615779944,994.8154060227995,7.068358739082581,0.12263202244500762,32.4329377351518,8,0,76.06089415870765,44.237297486959974,-98.78270833497814,1737.4912816927103,20.0
41.92294089205035,991.6803875524955,3.6634526676202146,0.09416275581918199,67.64837495206044,3,6,83.75512628487932,35.948128120024506,-77.92780887890629,314.8865668754928,20.0
30.331327027416144,982.1046594818181,1.1463191739354421,0.037528619848408926,59.42418273085972,11,1,75.1254703193175,26.285054459092223,-119.40212867139539,426.2510932014705,20.0
78.92768570729005,980.8936967366707,10.51171200632744,0.0316213591032566,60.3150120122947,9,2,84.74189419585045,37.8555310011973,-93.74755780190685,294.2183836393456,20.0
72.41144063085703,1029.3861194868016,10.583925255399171,0.09104783632203589,68.25324595377215,12,3,74.44182899477909,36.75369500790022,-74.81694586212646,552.0465720517099,20.0
73.74043008245924,1001.3886566867931,10.223400900512182,0.20106294174939904,57.53591731290986,9,2,60.28280647290146,42.91585745789412,-75.18844621582572,497.0187212665852,20.0
76.27622080115674,999.2163323579841,1.364270832034604,0.2932451960942563,42.906236930266594,2,4,73.52183891768766,38.06374378315625,-67.63202861945786,8.997364263975543,20.0
34.442679104045425,1013.9823641346535,3.000464482161465,0.011194414515742714,27.592269438054686,8,2,74.57548678189164,31.98104848923103,-83.10364438816721,389.5285557463816,20.0
51.507943712656356,990.9126943932532,20.995078624649754,0.0168215846863097,76.8581330913202,10,4,63.01044446157612,44.32451451411641,-112.5337622336163,46.32465416687751,20.0
36.95214357150778,1027.4980591975113,7.392321860913893,0.28956382596989194,22.62724300031862,11,1,50.61998477132862,41.032389719640676,-123.78318110632515,13.368955622035232,20.0
81.78620555253562,1019.3172507207776,0.13771639318440762,0.13338356138087226,69.23543061544142,12,2,74.61199246714204,37.60835236762709,-96.23505208237388,783.1824157588188,20.0
67.39788760965348,984.4705501156129,0.33713793909555256,0.2145528566344447,23.333282264932663,5,1,50.75950333464396,30.85850406806246,-94.17776806264666,149.641122293052,20.0
49.85388149115895,1000.8790387892465,3.1174654888553146,0.02264397705499921,62.53301699544539,4,1,72.0915827321025,32.47080592628591,-110.58424493006412,208.2542391006959,20.0
33.81350101716142,1023.9559153781082,11.996592748268405,0.0885727267264709,74.70782671290289,10,6,55.72657710598943,38.39939848193313,-117.51815317258381,33.115088980074546,20.0
48.65893930293973,1027.2366011145705,3.8685529300196024,0.12077786855710813,21.87138889065392,5,0,69.79612347118152,26.439616369266435,-89.82751002856946,98.92084296724619,20.0
49.51099932160482,1003.3700755624935,3.44390869524446,0.11397839863491777,5.994330086130828,4,1,67.636955888321,30.13361183300527,-79.14465955855152,725.373388598928,20.0
73.77637070028385,1010.6705694605354,0.5573048725830221,0.052450491150394345,13.097374299417408,8,1,50.47297748071639,39.27801866793196,-65.41075378459037,340.1459131560423,20.0
68.25344828131279,988.3516973046037,5.346919715654812,0.0015514623464414974,60.59969672710255,4,6,62.70030359482862,34.60037019689242,-79.50184296736889,1062.924815332854,20.0
83.23276455457959,1029.558431306849,8.632757253150999,0.08744917510906713,84.94464062257356,10,6,71.03819085887059,33.047871296288605,-77.38205514466515,253.11985380837038,20.0
58.33289550971696,991.5835850691722,2.3935673098359214,0.029182603237851452,4.499682123542437,12,2,79.70122931645729,28.02915244800829,-88.01234730627215,156.46625639831407,20.0
37.1756547562981,1027.1365887067564,7.471889591691858,0.05982993733477004,73.41512590416463,6,6,81.1024739842781,33.83698068955465,-65.84464046179895,213.54856191858744,20.0
72.7946872333797,1012.4823324496184,16.68782581026049,0.31601592595005434,34.13186459500521,2,2,66.93474895116282,40.41383941520468,-86.60261689312577,623.7391173210276,20.0
75.64710291701385,1010.3868397439429,1.1393137155670654,0.05092191109697122,47.85283699195225,5,3,75.49478705548033,30.28025692143786,-73.38480281601774,404.846871858104,20.0
63.67663185416978,1005.6344255508254,3.7046503885106787,0.1831342273514442,92.88595498455656,6,6,61.075910178671016,25.10797084367355,-68.25292122554265,1172.7004095072807,20.0
76.25803079727366,991.533490585888,1.6923368344452694,0.020892093117129654,33.19715047358455,5,0,61.97652420155301,38.37009802301966,-69.20848996996634,460.8637036601555,20.0
59.62773578186344,988.8264016002754,7.871667216087371,0.11161466144629727,46.5336933939486,12,1,56.80622317138098,44.452532088651054,-102.11507937299861,339.6400951002917,20.0
61.363969762919645,991.0243104535087,4.308934204698224,0.37725634756856646,1.3682414760681105,2,0,69.66818384976338,37.13653127177166,-120.28027650114448,770.312217587709,20.0
55.652461101512976,989.3219131072127,5.033572589166379,0.010746617642062764,8.159872000483837,7,4,61.009745282457786,27.398437178542604,-114.68757784764519,1473.7935466085328,20.0
31.52514760464571,1018.9792236783377,7.995313597255331,0.0008354746125244858,25.859159113478402,4,6,52.952981375347676,31.41466184689346,-121.44660167620356,219.90865662235774,20.0
36.473485619598264,997.5062629583365,2.520660979608902,0.05684243568250689,2.7852240821074403,8,1,73.97521303321126,42.352832294404465,-118.6761839102516,143.75851647942542,20.0
31.885751141204054,982.8921338281698,12.330821063064828,0.009719999573861,63.1375326048251,7,0,74.77136226618893,29.651361485136572,-113.92092524637815,478.8395114463314,20.0
68.18462467582683,1028.4551315070405,3.807439187276906,0.13798525528957611,42.63983568016225,7,6,62.59973465726702,37.15391806995216,-104.5343410047559,345.4476800597382,20.0
48.8613588645796,1024.1892942481713,0.8596080579465919,0.24598082328963158,54.814520272802206,9,6,52.6853189809608,33.05342416507996,-92.38762120549545,2263.437187692499,20.0
60.514241469882165,1026.3876141597607,5.95197892248194,0.05691982557212377,17.464718589632955,1,3,64.9204201091199,29.15687442839298,-82.29907643869484,310.28470313248374,20.0
84.45398843556558,1029.7453911323219,7.881499229619774,0.029936558249531925,29.593202943661613,10,3,65.48174103175754,41.26813787129359,-112.34435983360929,38.619577637727055,20.0
44.9575337489325,988.6947624609744,1.9045577239785516,0.05698740325333455,66.38244748527251,6,1,73.40348097142625,39.8566255293138,-84.64865574571164,1894.2186583896398,20.0
54.62297538213778,999.8121009451329,9.73082490256681,0.12853557519560596,96.53027236303998,6,4,61.03957369405392,38.23182131918531,-82.74445552985482,927.6274931410989,20.0
75.33306831258292,1017.9119237852045,11.829928230155833,0.0009095399607228611,5.04167736022092,6,3,73.89097479234569,29.726731805375024,-91.48265978802863,98.15962081122294,20.0
43.72788992949735,1014.8010309026896,1.6210697978523219,0.0890267272289478,89.03843208552661,12,3,80.5020989615086,26.957140054329003,-70.78292781207736,1174.8658830600882,20.0
34.61879458972758,987.6947953169928,20.528485611408694,0.09500845778521458,57.68812013112085,6,4,58.31201148267699,36.523186596519324,-118.34031116469136,208.26314463604135,20.0
47.38508717482608,1020.7916562495309,0.7582529519025276,0.10152502413531679,56.39195667556237,12,0,84.2621844641965,36.07355667078867,-114.37271254385483,236.69426340415282,20.0
39.67327723524026,991.222028591833,1.128331581573379,0.027710102302640163,50.027853520776034,10,3,63.522884799788244,28.76770018669746,-99.28011053663091,1184.3169496172977,20.0
85.78185914055439,991.1908807411312,1.0180825013378585,0.12519478326323366,6.9394085904183385,7,2,59.35405398014716,26.12493388630345,-117.39723588594566,377.6342487830447,20.0
78.48722277386501,1006.8487211446707,11.221095570920664,0.009584095560583601,8.987685173616066,10,5,64.75289138786017,26.61416908387972,-91.02223137655476,74.1125111154774,20.0
68.00422539062541,1009.6469967420852,5.310811942673517,0.022223188758939843,60.09120056590861,6,5,53.30391165663507,44.855419730254674,-101.09597200343454,230.26921047169668,20.0
82.28763541126307,1009.0043103918906,0.8249881312515189,0.2099399761780521,34.09585714355583,1,3,54.39970672792405,40.67167789485767,-107.9242523278449,640.2423764418022,20.0
78.22032461394687,984.5743418698877,2.9019809744493594,0.13421747086453292,91.72680665776807,3,0,64.5051916438916,43.43974951930345,-114.80061121894177,95.69175915124069,20.0
41.19420353316215,1023.873043131519,4.776431677739809,0.0013840898858926483,40.659053735947225,2,6,76.6855582678685,28.901094444727267,-104.87970569910738,446.0810872230306,20.0
83.55353990939867,993.2800021294353,0.43577012666828674,0.02855194264836808,14.328145870264109,6,0,81.51092838510718,44.2113707264687,-88.52243895005948,594.1713515367982,20.0
62.36053451493904,986.4757460641403,10.703027201711366,0.024131577425847265,71.4718833502036,8,1,73.26862967506948,27.853087029463243,-90.45288734663531,210.68565346544491,20.0
78.44640930984374,1024.437403993449,8.13809942226804,0.031581591426927784,29.335342144100984,3,2,53.68268443333594,35.18163657132942,-115.18255998738597,591.8901734207327,20.0
83.7654779954096,1027.7825749114877,3.5180766404091806,0.028443371445712247,52.54703073558932,10,0,73.52069167631873,41.59391368834128,-117.504811355562,1077.9771015792307,20.0
49.08020849831183,1023.1063808632725,17.075459615250438,0.00645665703233147,69.783278550517,8,4,72.23997722460402,31.996067090231588,-123.39939424346765,319.4400631129361,20.0
36.60311547166061,1020.475803736244,2.704371135146974,0.061422605534213554,90.02641112020704,8,2,78.2017371402666,33.49657066353801,-124.25446437236407,241.36965496261664,20.0
43.6761097525165,1012.762099031951,20.71042688225587,0.13195088966992705,79.2191194801676,5,5,78.88370333282633,27.563702205981958,-72.21137385681888,144.61390081010055,20.0
55.626467317575376,1007.542868530457,5.511896858173445,0.09332632656949175,67.63610678727241,8,2,80.38710765226426,27.458437599979455,-122.2946686396766,463.43004547030097,20.0
79.08088595534959,984.3493379955705,5.034788547467604,0.1117402734303147,67.96331823951436,6,4,64.49460301026843,37.39136449557319,-81.12673340760523,1059.5156813135677,20.0
81.64383499538062,1000.422660653535,0.9073389785331738,0.008463149682819497,94.59246440320865,5,3,74.42525383732504,38.51064737240114,-72.68089422530258,196.27044379502854,20.0
30.417127831871444,998.6344258506157,10.682293120440278,0.3025999956634014,29.582409749653603,9,4,59.388762562280874,40.54665028164386,-119.11652908625254,252.28554919056094,20.0
60.64483815465394,992.9876891880164,2.7886226567511265,0.18231995731582895,0.11120941961874076,7,4,84.97676979942264,36.133641053635074,-98.82191457001895,260.96478716251903,20.0
55.04466018892674,1016.1710056844292,0.885078722413422,0.16352189994881977,27.19545593981987,8,3,56.136698448190096,37.91518584522612,-67.26182100954341,411.4142448839887,20.0
43.326468628243816,1004.7937867539385,0.06343834561467812,0.1731514053654731,21.7891379626744,1,3,50.35400510812925,25.2703454339944,-74.9516803685849,129.65030614187046,20.0
37.19192204002097,984.0523107953824,4.102127208569378,0.2698751193196384,66.18345851139982,11,3,55.20830500813616,28.24341454274376,-95.61775808852869,863.579349316929,20.0
50.25691028421768,991.0091600974906,3.7475255732925157,0.07858195678500353,63.3711599765529,2,3,77.15553013404443,44.69829532033809,-79.24573323250684,175.2060678097301,20.0
86.57458223475115,1014.1629381829798,6.35329922373547,0.022349613579934705,59.34613827047238,8,3,65.6374286777874,26.519870126316636,-74.99734253410017,611.0050698579231,20.0
49.39217592124531,983.806542974515,11.048118028677141,0.09591554567975784,1.62434432094537,12,4,65.662508673365,38.575764445204896,-104.11838220867685,359.96712782723426,20.0
